aspect,description,sentiment
miss,fail,-0.5
child,essential,0.0
problem,essential,0.0
doz,fun,0.3
game,new,0.13636363636363635
vision,much,0.2
campaign,amazing,0.6000000000000001
game,fat,-1.0
game,stable,1.0
war,even bad,-0.6999999999999998
game,good,0.7
game,pretty good,0.475
update,worth,0.3
game,bad,-0.6999999999999998
view,such,0.0
cod,solid,0.5
boot,unstoppable,0.0
toxicity,back happy,0.4
performance,great,0.8
mind,super,0.3333333333333333
lot,new,0.13636363636363635
gun,consumable,0.0
server,pretty clear,0.17500000000000002
spawndeathspawndeath,new,0.13636363636363635
squad,nice,0.6
movement,next,0.0
game,already cheater,0.0
game,more,0.5
game,fun,0.3
computer,few,-0.2
game,pretty upset,-0.375
game,fun,0.3
doz,good,0.7
thing,familiar,0.375
company,buggy,-1.0
game,most,0.5
game,more,0.5
rate,only,0.0
player,signal,0.0
game,black,-0.16666666666666666
game,next,0.0
game,full,0.35
team,hot,0.25
game,hard,-0.2916666666666667
search,more toxic,-0.25
doz,fun,0.3
review,full,0.35
game,worth,0.3
game,same,0.0
game,last,0.0
error,able,0.5
play,technical,0.0
mw2,big,0.0
entry,great,0.8
game,quick,0.3333333333333333
part,sad,-0.5
gold,very fun,0.39
driver,old,0.1
game,unplayable,-0.4
war,young,0.1
vision,bad,-0.6999999999999998
mw2,original,0.375
campaign,really good,0.7
community,as toxic,-1.0
war,still buggy,-1.0
cod,low,0.0
system,different,0.0
mode,fun,0.3
fuck,mw2,0.0
game,bad,-0.6999999999999998
game,perfect,1.0
doz,completely pointless,-0.25
streamer,meaningless,-0.5
game,bad,-0.6999999999999998
ghost,hot,0.25
silver,virtual,0.0
game,as terrible,-1.0
play,good,0.7
thing,bad,-0.6999999999999998
people,loud,0.1
ban,cheat,-1.0
system,really dumb,-0.375
design,pathetic,-1.0
player,really playable,0.2
person,third,0.0
game,frozen,-1.0
game,horrible,-1.0
system,casual,-0.5000000000000001
loot,bad,-0.6999999999999998
people,negative,-0.3
issue,other,-0.125
change,able,0.5
computer,late,-0.3
crash,sick,-0.7142857142857143
vision,refund,1.0
crash,single,-0.07142857142857142
game,single,-0.07142857142857142
mate,mid,0.0
room,live,0.13636363636363635
war,great,0.8
game,worth,0.3
game,really bad,-0.6999999999999998
game,virtual,0.0
heck,little,-0.1875
comment,about,0.0
game,good,0.7
search,favourite,0.0
game,only,0.0
content,more,0.5
game,good,0.7
game,good,0.7
play,great,0.8
bug,old,0.1
tara,bad,-0.6999999999999998
dropping,real,0.2
amount,obscene,-1.0
movement,such,0.0
amount,super frustrating,-0.033333333333333354
attachment,negative,-0.3
weapon,confusing,-0.3
gun,general,0.05000000000000002
enemy,few,-0.2
performance,same,0.0
spec,frankly unplayable,-0.4
map,too many,0.5
audio,such,0.0
audio,very inconsistent,-1.0
gun,general,0.05000000000000002
theme,unnecessary,-0.4
mw2,new,0.13636363636363635
vision,current,0.0
ward,intact,0.0
mode,usual,-0.25
doz,good,0.7
call,beta,0.0
return,favourite,0.0
list,subtle,-0.3333333333333333
ground,low,0.0
h1b,vertical,0.0
lot,half,-0.16666666666666666
glitches,much,0.2
proximity,funny,0.25
mechanic,well,1.0
multiplayer,too expensive,-0.5
play,first,0.25
developer,finished,0.0
game,well,1.0
icon,least,-0.3
self,live,0.13636363636363635
glitch,pretty cute,0.375
point,too much,0.2
war,potential,0.0
multiplayer,previous,-0.16666666666666666
warfare,more,0.5
team,most,0.5
game,worth,0.3
campaign,full,0.35
garbage,constant,0.0
bug,unable,-0.5
game,much bad,-0.6999999999999998
game,very fun,0.39
game,super fun,0.31666666666666665
thing,only,0.0
developer,so many,0.5
game,only,0.0
fix,very good,0.9099999999999999
war,well,1.0
gunplay,pretty good,0.475
bunch,as much,0.2
review,technical,0.0
character,great,0.8
multiplayer,incredibly weak,-0.375
game,really annoying,-0.8
doz,unlock,0.0
game,about,0.0
company,small,-0.25
version,new,0.13636363636363635
game,standard,0.0
multiplayer,frustrating,-0.4
downside,graphical,0.0
people,other,-0.125
game,underappreciated,0.0
hour,actual,0.0
doz,too easy,0.43333333333333335
drop,other,-0.125
spawn,constant,0.0
story,corporate,0.0
game,poor,-0.4
glitch,hysterically bad,-0.6999999999999998
source,light,0.4
people,protect,1.0
wave,more,0.5
wave,big,0.0
sandcastle,hard,-0.2916666666666667
answer,same,0.0
description,more accurate,0.45000000000000007
time,different,0.0
boy,young,0.1
people,really different,0.0
life,same,0.0
part,perfect,1.0
canine,thin,-0.4
train,happy,0.8
wife,little,-0.1875
diagnosis,certain,0.21428571428571427
doctor,less,-0.16666666666666666
cheek,close,0.0
day,next,0.0
second,few,-0.2
traffic,dead,-0.2
answer,same,0.0
description,more accurate,0.45000000000000007
time,different,0.0
boy,young,0.1
play,long,-0.05
type,full,0.35
game,very enjoyable,0.65
file,fail,-0.5
file,fail,-0.5
game,validate,0.0
game,validate,0.0
vision,unfinished,-1.0
mode,casual,-0.5000000000000001
game,huge,0.4000000000000001
game,few,-0.2
lot,few,-0.2
upgrade,future,0.0
people,personal,0.0
reality,bad,-0.6999999999999998
int,second,0.0
text,free,0.4
survival,big,0.0
people,fine,0.4166666666666667
game,easy,0.43333333333333335
game,worthless,-0.8
game,same,0.0
hour,first,0.25
mother,full,0.35
map,stupid,-0.7999999999999999
goddamn,usual,-0.25
scream,little,-0.1875
month,more,0.5
game,embarrassingly terrible,-1.0
driver,late,-0.3
brand,easy,0.43333333333333335
match,frankly fun,0.3
bracket,classic,0.16666666666666666
campaign,notoriously short,0.0
doz,pretty good,0.475
cod,decent,0.16666666666666666
game,so fun,0.3
shooting,raw,-0.23076923076923078
crash,bit too much,0.2
game,mid,0.0
game,well,1.0
game,stupid,-0.7999999999999999
crash,entire,0.0
crash,even bad,-0.6999999999999998
cod,more inclined,0.5
game,mass,0.0
expire,pretty trashy,-0.375
launch,good,0.7
opinion,honest,0.6
game,actually quick,0.3333333333333333
game,crash,-1.0
game,very good,0.9099999999999999
lot,glad,0.5
spawn,black,-0.16666666666666666
vision,other,-0.125
spawn,great,0.8
campaign,sick,-0.7142857142857143
dialogue,funny,0.25
extract,bad,-0.6999999999999998
prox,very good,0.9099999999999999
person,unique,0.375
change,more slow,0.09999999999999998
game,terrible,-1.0
game,fun,0.3
game,wise,0.7
doz,new,0.13636363636363635
game,so long,-0.05
thing,void,0.0
leave,just inconvenient,-0.6
people,scan,0.0
doz,far bad,-0.29999999999999993
vision,then infest,-1.0
claymore,modern,0.2
proximity,good,0.7
game,great,0.8
h1warzone,far bad,-0.29999999999999993
system,untested,-1.0
audio,break,-1.0
mechanic,bad,-0.6999999999999998
people,anti,0.0
game,same,0.0
people,racial,0.0
gunplay,pretty good,0.475
graphic,good,0.7
map,modern,0.2
system,other,-0.125
system,perk,0.0
match,more,0.5
person,difficult,-0.5
base,nearly useless,-0.5
audio,wildly inconsistent,-1.0
point,close,0.0
flow,more difficult,0.0
player,most,0.5
play,current,0.0
game,worth,0.3
multiplayer,next,0.0
file,validate,0.0
salt,grated,0.0
onion,italian,0.0
spray,oven,0.0
time,deep,0.0
chicken,shallow,-0.3333333333333333
onion,fragrant,1.0
thing,more,0.5
game,easy,0.43333333333333335
mode,crazy,-0.6
game,revolutionary,1.0
amount,worth,0.3
quality,other,-0.125
mechanic,awesome,1.0
company,complete,0.1
lot,annoyingly long,-0.05
game,long,-0.05
cod,extreme,-0.125
op,good,0.7
amount,short,0.0
chat,right,0.2857142857142857
vision,long,-0.05
bug,amazing,0.6000000000000001
game,irish,0.0
game,so angry,-0.5
driver,so glitch,-1.0
game,bad,-0.6999999999999998
game,mid,0.0
crash,commonplace,-1.0
game,unfinished,-1.0
multiplayer,positive,0.22727272727272727
way,entire,0.0
game,own,0.6
match,single,-0.07142857142857142
thing,most,0.5
game,present,0.0
dawn,bad,-0.6999999999999998
crash,still though fun,0.3
game,fun,0.3
multiplayer,pretty good,0.475
system,friendly,0.375
campaign,good,0.7
game,consistent,0.25
audio,loud,0.1
crashing,rough,-0.1
game,hot,0.25
one,playable,0.0
wife,good,0.7
game,again close,0.0
game,happy,0.8
play,active,-0.13333333333333333
campaign,sure,0.5
game,most unstable,-0.25
driver,graphical,0.0
layout,just plain awful,-0.6071428571428571
doz,completely useless,-0.5
map,direct,0.1
map,most optimal,0.75
game,ugly,-0.7
lot,bad,-0.6999999999999998
camp,noticeably low,0.0
texture,several,0.0
addition,largely true,0.35
bloat,different,0.0
vanguard,far more,0.3
player,outright,0.0
lot,just flat,-0.025
attachment,just many,0.5
lot,unrecognizable,0.0
gimmick,more,0.5
formula,hard,-0.2916666666666667
game,fun,0.3
play,repetitive,-0.25
people,more,0.5
grind,ridiculous,-0.3333333333333333
game,just that good,0.7
game,afraid,-0.6
doz,smooth,0.4
game,epic,0.1
movement,simple,0.0
hardcore,last,0.0
pc,most,0.5
game,anymore worth,0.3
game,way too many,0.5
multiplayer,worth,0.3
proximity,directional,0.0
invasion,big,0.0
game,too expensive,-0.5
game,incredible,0.9
site,oral,0.0
game,fun,0.3
game,blue,0.0
game,worth,0.3
way,good,0.7
care,free,0.4
survival,big,0.0
offering,great,0.8
scene,chi,0.0
review,helpful,1.0
lot,more fun,0.4
error,modern,0.2
optimization,terrible,-1.0
driver,graphic,0.0
doz,great,0.8
developer,clearly new,0.13636363636363635
lot,hardcore,0.0
campaign,great,0.8
mission,most wanted,0.5
alejandro,sexy,0.5
kiss,canine,0.0
wife,good,0.7
game,again close,0.0
game,happy,0.8
voice,great,0.8
game,really good,0.7
game,sometimes fun,0.3
game,other,-0.125
prox,hard,-0.2916666666666667
game,long,-0.05
system,boring,-1.0
moment,pure,0.21428571428571427
crash,low,0.0
ghost,good,0.7
moment,very fun,0.39
server,so many,0.5
multiplayer,pretty awesome,0.625
game,due,-0.125
game,good,0.7
battlefield,great,0.8
bastard,false,-0.4000000000000001
mode,wz2,0.0
campaign,visual,0.0
war,good,0.7
game,pretty fun,0.275
game,free,0.4
cross,fucking,-0.6
game,insane,-1.0
crash,worth,0.3
mic,great,0.8
game,new,0.13636363636363635
game,too much,0.2
chat,good,0.7
player,many,0.5
propaganda,so good,0.7
crashing,constant,0.0
spec,compatible,1.0
game,stable,1.0
sweat,modern,0.2
game,much,0.2
play,good,0.7
gun,variant,0.0
game,slow,-0.30000000000000004
fuck,abysmal,-1.0
bag,inaccessible,0.0
server,horrible,-1.0
system,horrible,-1.0
weapon,only accessible,0.1875
gunplay,good,0.7
game,more,0.5
game,due,-0.125
thing,revise,0.0
people,sure,0.5
server,positive,0.22727272727272727
clock,live,0.13636363636363635
campaign,good,0.7
developer,excited,0.375
campaign,very unfinished,-1.0
pace,modern,0.2
word,racist,-1.0
bet,great,0.8
camper,mid,0.0
game,safe,0.5
audio,so bad,-0.6999999999999998
reality,bad,-0.6999999999999998
star,difficult,-0.5
campaign,original,0.375
time,low,0.0
fps,round,-0.2
game,frantic,-1.0
ward,very,0.2
mode,hard,-0.2916666666666667
player,more interesting,0.5
weapon,main,0.16666666666666666
people,main,0.16666666666666666
battle,long,-0.05
game,regular,0.0
event,much,0.2
game,immersive,0.0
version,meta,0.0
campaign,cool,0.35
doz,general,0.05000000000000002
game,much,0.2
menus,interior,0.0
game,mid,0.0
change,full,0.35
error,awful,-1.0
world,black,-0.16666666666666666
way,only,0.0
multiplayer,full,0.35
difference,certain,0.21428571428571427
player,free,0.4
kid,little,-0.1875
enemy,same,0.0
difficulty,hard,-0.2916666666666667
multiplayer,okay,0.5
map,unplayable,-0.4
map,bad,-0.6999999999999998
war,big,0.0
recon,crosse,0.0
doz,right,0.2857142857142857
item,useful,0.3
community,sim,0.0
change,more cool,0.425
team,hot,0.25
edge,rival,-1.0
ricochet,actually useless,-0.5
crash,good,0.7
game,good,0.7
issue,graphic,0.0
experience,great,0.8
audio,audio,0.0
server,unplayable,-0.4
content,worth,0.3
fuck,actual,0.0
game,other,-0.125
server,buggy,-1.0
chat,big,0.0
game,good,0.7
point,fun,0.3
fun,able,0.5
price,pretty,0.25
query,crash,-1.0
game,barely playable,0.05
game,simple,0.0
game,terrible,-1.0
multiplayer,good,0.7
guy,so sad,-0.5
dim,final,0.0
damage,bad,-0.6999999999999998
weapon,major,0.0625
game,single,-0.07142857142857142
connection,other,-0.125
play,incomplete,-1.0
story,apparent,0.05
campaign,cool,0.35
game,funny,0.25
game,terrible,-1.0
cod,very cod,0.2
game,positive,0.22727272727272727
drone,too difficult,-0.5
review,bad,-0.6999999999999998
issue,free,0.4
product,impossible,-0.6666666666666666
gambling,unbalanced,0.0
kind,inexcusable,-1.0
bug,kinda funny,0.25
crash,other,-0.125
system,weird,-0.5
attachment,other,-0.125
system,certain,0.21428571428571427
spawn,objective,0.0
map,fine,0.4166666666666667
lobby,first,0.25
location,nice,0.6
map,good,0.7
player,great,0.8
bug,glad,0.5
game,perfect,1.0
chat,good,0.7
play,old,0.1
slur,racial,0.0
play,fun,0.3
story,visual,0.0
system,new,0.13636363636363635
op,right,0.2857142857142857
game,bad,-0.6999999999999998
player,single,-0.07142857142857142
core,fun,0.3
access,good,0.7
game,insane,-1.0
people,tester,0.0
call,future,0.0
progression,very fun,0.39
campaign,very pleasant,0.9533333333333333
game,horrible,-1.0
feature,basic,0.0
campaign,dumb,-0.375
multiplayer,recycled,0.0
version,royal,0.0
story,great,0.8
game,so fun,0.3
bug,good,0.7
people,very fun,0.39
teammate,kill,-1.0
game,serious,-0.3333333333333333
campaign,great,0.8
issue,average,-0.15
scenario,next,0.0
idea,out idiotic,-0.6666666666666666
campaign,great,0.8
cunt,second,0.0
play,rather good,0.7
issue,enough frequent,0.3
game,same,0.0
game,terrible,-1.0
i9,high,0.16
one,great,0.8
game,great,0.8
shop,pretty fun,0.275
war,absolute,0.2
challenge,long,-0.05
word,good,0.7
hope,modern,0.2
platform,even disable,-1.0
review,complete,0.1
name,white,0.0
hank,rather shocking,-1.0
operation,small,-0.25
family,financial,0.0
doz,nice,0.6
game,close,0.0
mw2,same,0.0
tab,so many,0.5
multiplayer,then big,0.0
call,classic,0.16666666666666666
brain,exciting,0.3
game,alive,0.1
game,bad,-0.6999999999999998
game,good,0.7
ghost,good,0.7
game,least,-0.3
gold,so easy,0.43333333333333335
graphic,few,-0.2
game,still as good,0.7
level,fresh,0.3
villain,mid,0.0
factor,advanced,0.4
guy,loose,-0.07692307692307693
audio,nice,0.6
gamer,bloated,-1.0
purpose,mental,-0.1
game,pretty good,0.475
game,perfect,1.0
game,few,-0.2
euro,worth,0.3
game,nice,0.6
emblem,pretty boring,-0.375
head,usual,-0.25
game,specific,0.0
card,boring,-1.0
game,fine,0.4166666666666667
game,next,0.0
gun,easy,0.43333333333333335
game,much,0.2
game,crazy,-0.6
vision,clearly unfinished,-1.0
assist,casual,-0.5000000000000001
moron,casual,-0.5000000000000001
game,other,-0.125
game,too much,0.2
doz,shitty,0.0
performance,previous,-0.16666666666666666
progression,restrictive,-1.0
version,run,0.0
harm,healthy,0.5
campaign,good,0.7
game,soon shove,0.0
story,cube,0.0
multiplayer,big,0.0
mode,similar,0.0
feature,classical,0.0
level,amazing,0.6000000000000001
game,new,0.13636363636363635
game,pleasant,0.7333333333333333
game,great,0.8
game,laggy,-1.0
inline,lovely,0.5
game,unfinished,-1.0
lot,less,-0.16666666666666666
hardcore,hardcore,0.0
assist,strong,0.4333333333333333
gun,single,-0.07142857142857142
people,incomplete,-1.0
cod,good,0.7
word,static,0.5
pistol,fun,0.3
game,worth,0.3
sin,big,0.0
war,boring,-1.0
doz,fun,0.3
campaign,really worth,0.3
play,great,0.8
play,solid,0.5
right,pretty good,0.475
game,right,0.2857142857142857
war,then buggy,-1.0
pc,bent,-1.0
multiplayer,overly aggressive,-1.0
game,amazing,0.6000000000000001
fun,wide,-0.1
game,visual,0.0
reboot,only,0.0
doz,awesome,1.0
game,awesome,1.0
fuck,travis,0.0
game,annoy,-1.0
game,nice,0.6
people,great,0.8
play,incoming,0.0
ability,obnoxious,-1.0
doz,big,0.0
game,fast,0.2
vision,micro,0.0
wife,able,0.5
multiplayer,unplayable,-0.4
crash,sometimes intractable,0.0
people,unfamiliar,-1.0
doz,huge,0.4000000000000001
kid,fucking,-0.6
developer,so special,0.35714285714285715
steam,fun,0.3
publisher,many,0.5
friend,electric,0.0
mode,weird,-0.5
battle,actually well,1.0
game,great,0.8
scene,major,0.0625
fuck,polite,1.0
stab,edgy,-0.3
game,empty,-0.1
ghost,real,0.2
deus,clear,0.10000000000000002
hell,slow,-0.30000000000000004
play,great,0.8
friend,second,0.0
email,able,0.5
player,unplayable,-0.4
addition,super fun,0.31666666666666665
mw2,same,0.0
game,new,0.13636363636363635
enemy,own,0.6
game,live,0.13636363636363635
game,unable,-0.5
game,close,0.0
shit,whole,0.2
graphic,enormous,0.0
bot,last,0.0
bunch,dissatisfied,-1.0
game,hot,0.25
game,great,0.8
game,just fine,0.4166666666666667
game,great,0.8
zone,new,0.13636363636363635
game,hardcore,0.0
part,high,0.16
game,own,0.6
game,really fun,0.3
game,usual,-0.25
seq,loot,-1.0
seq,welcome,0.8
time,complete,0.1
game,refreshing,0.5
system,shooter,0.0
mode,new,0.13636363636363635
asset,so intuitive,1.0
team,horrible,-1.0
dude,patient,1.0
game,more,0.5
game,wise,0.7
progression,well,1.0
developer,same,0.0
player,as much,0.2
war,slow,-0.30000000000000004
player,instantly beam,0.0
time,short,0.0
player,noticeably hard,-0.2916666666666667
collection,potentially more,0.5
op,boring,-1.0
casual,outgunne,0.0
victory,royal,0.0
game,good,0.7
console,good,0.7
game,early,0.1
game,broken,-0.4
team,fair,0.7
team,other,-0.125
gun,just impossible,-0.6666666666666666
bullet,next,0.0
bullet,normal,0.15
grenade,less,-0.16666666666666666
team,second,0.0
company,unpolished,0.0
release,more,0.5
graphic,long,-0.05
bang,pixilated,0.0
fix,only,0.0
part,bad,-0.6999999999999998
community,good,0.7
game,free,0.4
battle,different,0.0
game,old,0.1
gun,big,0.0
idea,amp,0.0
cod,next,0.0
review,funny,0.25
bro,stupid,-0.7999999999999999
doz,enjoyable,0.5
game,good,0.7
game,likely,0.0
lot,good,0.7
error,good,0.7
game,many,0.5
game,heavily favor,-0.2
slur,very good,0.9099999999999999
game,major,0.0625
snake,hot,0.25
assist,massive,0.0
value,well,1.0
crash,right,0.2857142857142857
gulag,fucking,-0.6
mode,really enjoyable,0.5
game,original,0.375
war,awful,-1.0
mission,decisive,1.0
craft,well implement,1.0
ending,entire,0.0
ward,future,0.0
play,same,0.0
care,free,0.4
survival,big,0.0
pop,close,0.0
doz,fun,0.3
issue,random,-0.5
crash,random,-0.5
leone,royal,0.0
vision,anti,0.0
lobby,random,-0.5
nostalgia,crippling,-1.0
game,free,0.4
game,single,-0.07142857142857142
content,hard,-0.2916666666666667
crashing,impossible,-0.6666666666666666
war,pretty fun,0.275
menu,ready,0.2
integrity,so excited,0.375
game,amazing,0.6000000000000001
movement,beautiful,0.85
game,fun,0.3
game,really fun,0.3
screen,blind,-0.5
campaign,good,0.7
friend,more,0.5
chat,fun,0.3
problem,technical,0.0
royal,first,0.25
cheat,anti,0.0
cod,cheat,-1.0
game,complete,0.1
team,able,0.5
game,real,0.2
weapon,crazy,-0.6
head,sized,0.0
point,short,0.0
enemy,second,0.0
map,concrete,0.15000000000000002
game,constant,0.0
heat,high,0.16
weapon,many,0.5
game,pretty bad,-0.22499999999999992
game,perfect,1.0
game,good,0.7
game,last,0.0
map,fine,0.4166666666666667
game,mental,-0.1
game,very enjoyable,0.65
issue,good,0.7
friend,fatal,-1.0
people,too good,0.7
graphic,okay,0.5
prox,open,0.0
campaign,worth,0.3
disconnect,real,0.2
rest,typical,-0.16666666666666666
game,very realistic,0.21666666666666667
player,good,0.7
people,mad,-0.625
game,cool,0.35
laptop,happy,0.8
play,solid,0.5
game,just awful,-1.0
assist,incredible,0.9
sound,damn,-1.0
multiplayer,great,0.8
campaign,short,0.0
feature,really neat,1.0
war,well,1.0
one,holy,1.0
deus,good,0.7
pinot,mic,0.0
guy,graphic,0.0
driver,old,0.1
movement,terrible,-1.0
footstep,so low,0.0
campaign,good,0.7
dope,good,0.7
drone,very fun,0.39
lot,very fun,0.39
game,most,0.5
campaign,long,-0.05
multiplayer,enjoyable,0.5
majority,secondary,-0.3
war,new,0.13636363636363635
